Thu, 2013.02.21 7:00, 7:00, CHF, medium, Trade Balance, 0.90B, 1.74B, 2.13B
Wed, 2014.04.30 0:05, 0:05, GBP, low, GfK Consumer Confidence, -5, -4, -3
Wed, 2014.04.30 0:15, 0:15, JPY, low, Final Manufacturing PMI, 53.9, , 49.4
Wed, 2014.04.30 0:50, 0:50, JPY, medium, Prelim Industrial Production m/m, -2.3%, 0.6%, 0.3%
Wed, 2014.04.30 2:00, 2:00, NZD, high, ANZ Business Confidence, 67.3, , 64.8
Wed, 2014.04.30 2:30, 2:30, AUD, low, Private Sector Credit m/m, 0.4%, 0.4%, 0.4%
Wed, 2014.04.30 2:30, 2:30, JPY, medium, Average Cash Earnings y/y, -0.1%, 0.2%, 0.7%
Wed, 2014.04.30 4:51, 4:51, JPY, high, Monetary Policy Statement, , , 
Wed, 2014.04.30 6:00, 6:00, JPY, low, Housing Starts y/y, 1.0%, -2.8%, -2.9%
Wed, 2014.04.30 7:00, 7:00, CHF, low, UBS Consumption Indicator, 1.52, , 1.84
Wed, 2014.04.30 7:00, 7:00, EUR, medium, German Retail Sales m/m, 0.4%, -0.6%, -0.7%
Wed, 2014.04.30 7:00, 7:00, JPY, medium, BOJ Outlook Report, , , 
Wed, 2014.04.30 7:32, 7:32, JPY, high, BOJ Press Conference, , , 
Wed, 2014.04.30 7:45, 7:45, EUR, medium, French Consumer Spending m/m, -0.1%, 0.3%, 0.4%
Wed, 2014.04.30 8:00, 8:00, CHF, medium, KOF Economic Barometer, 106.3, 106.0, 102.0
Wed, 2014.04.30 8:00, 8:00, EUR, medium, Spanish Flash CPI y/y, -0.2%, 0.2%, 0.4%
Wed, 2014.04.30 8:00, 8:00, EUR, medium, Spanish Flash GDP q/q, 0.2%, 0.4%, 0.4%
Wed, 2014.04.30 8:55, 8:55, EUR, medium, German Unemployment Change, -14K, -10K, -25K
Wed, 2014.04.30 9:00, 9:00, EUR, low, Italian Monthly Unemployment Rate, 12.7%, 13.0%, 12.7%
Wed, 2014.04.30 9:57, 9:57, EUR, low, French 10-y Bond Auction, 2.15|2.0, , 2.00|2.2
Wed, 2014.04.30 10:00, 10:00, EUR, high, CPI Flash Estimate y/y, 0.5%, 0.8%, 0.7%
Wed, 2014.04.30 10:00, 10:00, EUR, medium, Core CPI Flash Estimate y/y, 0.7%, , 1.0%
Wed, 2014.04.30 10:00, 10:00, EUR, low, Italian Prelim CPI m/m, 0.1%, 0.1%, 0.2%
Wed, 2014.04.30 13:15, 13:15, USD, high, ADP Non-Farm Employment Change, 209K, 203K, 220K
Wed, 2014.04.30 13:30, 13:30, CAD, high, GDP m/m, 0.5%, 0.2%, 0.2%
Wed, 2014.04.30 13:30, 13:30, CAD, medium, RMPI m/m, 5.9%, 1.2%, 0.6%
Wed, 2014.04.30 13:30, 13:30, CAD, low, IPPI m/m, 1.2%, 0.6%, 0.4%
Wed, 2014.04.30 13:30, 13:30, USD, high, Advance GDP q/q, 2.6%, 1.2%, 0.1%
Wed, 2014.04.30 13:30, 13:30, USD, medium, Advance GDP Price Index q/q, 1.6%, 1.6%, 1.3%
Wed, 2014.04.30 13:30, 13:30, USD, medium, Employment Cost Index q/q, 0.5%, 0.5%, 0.3%
Wed, 2014.04.30 14:41, 14:41, USD, medium, Chicago PMI, 55.9, 56.6, 63.0
Wed, 2014.04.30 15:30, 15:30, USD, medium, Crude Oil Inventories, 3.5M, 1.3M, 1.7M
Wed, 2014.04.30 16:30, 16:30, GBP, medium, MPC Member Dale Speaks, , , 
Wed, 2014.04.30 19:00, 19:00, USD, high, FOMC Statement, , , 
Wed, 2014.04.30 19:00, 19:00, USD, medium, Federal Funds Rate, <0.25%, <0.25%, <0.25%
Wed, 2014.04.30 21:15, 21:15, CAD, high, BOC Gov Poloz Speaks, , , 
Thu, 2014.05.01 0:30, 0:30, AUD, low, AIG Manufacturing Index, 47.9, , 44.8
Wed, 2014.04.30 5:00, 5:00, CNY, holiday, Bank Holiday, , , 
Thu, 2014.05.01 1:59, 1:59, CNY, high, Manufacturing PMI, 50.3, 50.5, 50.4
Thu, 2014.05.01 2:30, 2:30, AUD, medium, Import Prices q/q, -0.6%, 1.9%, 3.2%
Thu, 2014.05.01 5:00, 5:00, CHF, holiday, Bank Holiday, , , 
Thu, 2014.05.01 5:00, 5:00, EUR, holiday, Italian Bank Holiday, , , 
Thu, 2014.05.01 5:00, 5:00, EUR, holiday, French Bank Holiday, , , 
Thu, 2014.05.01 5:00, 5:00, EUR, holiday, German Bank Holiday, , , 
Thu, 2014.05.01 7:00, 7:00, GBP, medium, Nationwide HPI m/m, 0.5%, 0.6%, 1.2%
Thu, 2014.05.01 7:30, 7:30, AUD, low, Commodity Prices y/y, -12.5%, , -12.6%
Thu, 2014.05.01 9:30, 9:30, GBP, high, Final Manufacturing PMI, 55.8, 55.4, 57.3
Thu, 2014.05.01 9:30, 9:30, GBP, medium, Net Lending to Individuals m/m, 2.1B, 2.3B, 2.9B
Thu, 2014.05.01 9:30, 9:30, GBP, low, M4 Money Supply m/m, 0.7%, 0.9%, -2.3%
Thu, 2014.05.01 9:30, 9:30, GBP, low, Mortgage Approvals, 70K, 73K, 67K
Thu, 2014.05.01 12:30, 12:30, USD, low, Challenger Job Cuts y/y, -30.2%, , 5.7%
Thu, 2014.05.01 13:25, 13:25, USD, high, Fed Chair Yellen Speaks, , , 
Thu, 2014.05.01 13:30, 13:30, USD, high, Unemployment Claims, 330K, 317K, 344K
Thu, 2014.05.01 13:30, 13:30, USD, medium, Core PCE Price Index m/m, 0.1%, 0.1%, 0.2%
Thu, 2014.05.01 13:30, 13:30, USD, medium, Personal Spending m/m, 0.5%, 0.7%, 0.9%
Thu, 2014.05.01 13:30, 13:30, USD, low, Personal Income m/m, 0.4%, 0.4%, 0.5%
Thu, 2014.05.01 14:30, 14:30, CAD, low, Manufacturing PMI, 53.3, , 52.9
Thu, 2014.05.01 14:45, 14:45, USD, low, Final Manufacturing PMI, 55.4, 55.8, 55.4
Thu, 2014.05.01 15:00, 15:00, USD, high, ISM Manufacturing PMI, 53.7, 54.3, 54.9
Thu, 2014.05.01 15:00, 15:00, USD, low, Construction Spending m/m, -0.2%, 0.5%, 0.2%
Thu, 2014.05.01 15:00, 15:00, USD, low, ISM Manufacturing Prices, 59.0, 59.4, 56.5
Thu, 2014.05.01 15:30, 15:30, USD, low, Natural Gas Storage, 49B, 75B, 82B
Thu, 2014.05.01 5:00, 5:00, USD, low, Total Vehicle Sales, 16.4M, 16.2M, 16.0M
Thu, 2014.05.01 18:30, 18:30, GBP, medium, MPC Member Cunliffe Speaks, , , 
Fri, 2014.05.02 0:30, 0:30, JPY, medium, Household Spending y/y, -2.5%, 1.7%, 7.2%
Fri, 2014.05.02 0:30, 0:30, JPY, low, Unemployment Rate, 3.6%, 3.6%, 3.6%
Fri, 2014.05.02 0:50, 0:50, JPY, low, Monetary Base y/y, 54.8%, 55.3%, 48.5%
Thu, 2014.05.01 5:00, 5:00, CNY, holiday, Bank Holiday, , , 
Fri, 2014.05.02 1:38, 1:38, AUD, medium, HIA New Home Sales m/m, 4.6%, , 0.2%
Fri, 2014.05.02 2:00, 2:00, NZD, low, ANZ Commodity Prices m/m, -0.1%, , -4.0%
Fri, 2014.05.02 2:30, 2:30, AUD, high, PPI q/q, 0.2%, 0.6%, 0.9%
Fri, 2014.05.02 8:15, 8:15, EUR, medium, Spanish Manufacturing PMI, 52.8, 53.2, 52.7
Fri, 2014.05.02 8:30, 8:30, CHF, medium, Manufacturing PMI, 54.4, 55.1, 55.8
Fri, 2014.05.02 8:45, 8:45, EUR, medium, Italian Manufacturing PMI, 52.4, 53.0, 54.0
Fri, 2014.05.02 8:50, 8:50, EUR, low, French Final Manufacturing PMI, 50.9, 50.9, 51.2
Fri, 2014.05.02 8:55, 8:55, EUR, low, German Final Manufacturing PMI, 54.2, 54.2, 54.1
Fri, 2014.05.02 9:00, 9:00, EUR, low, Final Manufacturing PMI, 53.3, 53.3, 53.4
Fri, 2014.05.02 9:30, 9:30, GBP, high, Construction PMI, 62.5, 62.2, 60.8
Fri, 2014.05.02 10:00, 10:00, EUR, medium, Unemployment Rate, 11.8%, 11.9%, 11.8%
Fri, 2014.05.02 13:30, 13:30, USD, high, Non-Farm Employment Change, 203K, 216K, 288K
Fri, 2014.05.02 13:30, 13:30, USD, high, Unemployment Rate, 6.7%, 6.6%, 6.3%
Fri, 2014.05.02 13:30, 13:30, USD, medium, Average Hourly Earnings m/m, 0.1%, 0.2%, 0.0%
Fri, 2014.05.02 15:00, 15:00, USD, medium, Factory Orders m/m, 1.5%, 1.5%, 1.1%
Sat, 2014.05.03 2:00, 2:00, CNY, medium, Non-Manufacturing PMI, 54.5, , 54.8
Mon, 2014.05.05 5:00, 5:00, GBP, holiday, Bank Holiday, , , 
Mon, 2014.05.05 9:30, 9:30, EUR, low, Sentix Investor Confidence, 14.1, 14.2, 12.8
Mon, 2014.05.05 10:00, 10:00, EUR, medium, EU Economic Forecasts, , , 
Mon, 2014.05.05 10:00, 10:00, EUR, low, PPI m/m, -0.2%, -0.2%, -0.2%
Mon, 2014.05.05 5:00, 5:00, EUR, medium, Eurogroup Meetings, , , 
Mon, 2014.05.05 14:45, 14:45, USD, low, Final Services PMI, 54.2, 54.2, 55.0
Mon, 2014.05.05 15:00, 15:00, USD, high, ISM Services PMI, 53.1, 54.3, 55.2
Mon, 2014.05.05 19:00, 19:00, USD, low, Loan Officer Survey, , , 
Mon, 2014.05.05 5:00, 5:00, JPY, holiday, Bank Holiday, , , 
Tue, 2014.05.06 2:30, 2:30, AUD, high, Trade Balance, 1.26B, 1.10B, 0.73B
Tue, 2014.05.06 17:30, 17:30, AUD, high, Cash Rate, 2.50%, 2.50%, 2.50%
Tue, 2014.05.06 17:30, 17:30, AUD, high, RBA Rate Statement, , , 
Tue, 2014.05.06 8:00, 8:00, EUR, medium, Spanish Unemployment Change, -16.6K, -49.1K, -111.6K
Tue, 2014.05.06 8:15, 8:15, EUR, medium, Spanish Services PMI, 54.0, 54.3, 56.5
Tue, 2014.05.06 8:45, 8:45, EUR, medium, Italian Services PMI, 49.5, 51.2, 51.1
Tue, 2014.05.06 8:50, 8:50, EUR, low, French Final Services PMI, 50.3, 50.3, 50.4
Tue, 2014.05.06 8:55, 8:55, EUR, low, German Final Services PMI, 55.0, 55.0, 54.7
Tue, 2014.05.06 9:00, 9:00, EUR, low, Final Services PMI, 53.1, 53.1, 53.1
Tue, 2014.05.06 9:30, 9:30, GBP, high, Final Services PMI, 57.6, 57.9, 58.7
Tue, 2014.05.06 10:00, 10:00, EUR, medium, Retail Sales m/m, 0.1%, -0.2%, 0.3%
Tue, 2014.05.06 5:00, 5:00, EUR, medium, ECOFIN Meetings, , , 
Tue, 2014.05.06 13:30, 13:30, CAD, high, Trade Balance, 0.8B, 0.4B, 0.1B
Tue, 2014.05.06 13:30, 13:30, USD, high, Trade Balance, -41.9B, -40.1B, -40.4B
Tue, 2014.05.06 15:00, 15:00, CAD, high, Ivey PMI, 55.2, 54.5, 54.1
Tue, 2014.05.06 15:00, 15:00, USD, low, IBD/TIPP Economic Optimism, 48.0, 47.6, 45.8
Tue, 2014.05.06 15:44, 15:44, NZD, medium, GDT Price Index, -2.6%, , -1.1%
Tue, 2014.05.06 22:30, 22:30, USD, medium, FOMC Member Stein Speaks, , , 
Tue, 2014.05.06 23:45, 23:45, NZD, high, Employment Change q/q, 1.0%, 0.6%, 0.9%
Tue, 2014.05.06 23:45, 23:45, NZD, high, Unemployment Rate, 6.0%, 5.8%, 6.0%
Tue, 2014.05.06 23:45, 23:45, NZD, low, Labor Cost Index q/q, 0.6%, 0.5%, 0.3%
Wed, 2014.05.07 0:01, 0:01, GBP, low, BRC Shop Price Index y/y, -1.7%, , -1.4%
Wed, 2014.05.07 0:30, 0:30, AUD, low, AIG Construction Index, 46.2, , 45.9
Wed, 2014.05.07 0:50, 0:50, JPY, medium, Monetary Policy Meeting Minutes, , , 
Wed, 2014.05.07 2:30, 2:30, AUD, high, Retail Sales m/m, 0.3%, 0.4%, 0.1%
Wed, 2014.05.07 2:45, 2:45, CNY, medium, Caixin Services PMI, 51.9, , 51.4
Wed, 2014.05.07 6:45, 6:45, CHF, low, Unemployment Rate, 3.2%, 3.2%, 3.2%
Wed, 2014.05.07 7:00, 7:00, EUR, medium, German Factory Orders m/m, 0.9%, 0.3%, -2.8%
Wed, 2014.05.07 7:45, 7:45, EUR, medium, French Industrial Production m/m, 0.1%, 0.3%, -0.7%
Wed, 2014.05.07 7:45, 7:45, EUR, low, French Trade Balance, -3.8B, -4.0B, -4.9B
Wed, 2014.05.07 8:00, 8:00, CHF, medium, Foreign Currency Reserves, 438B, , 439B
Wed, 2014.05.07 9:10, 9:10, EUR, low, Retail PMI, 49.2, , 51.2
Wed, 2014.05.07 13:30, 13:30, CAD, high, Building Permits m/m, -11.3%, 3.9%, -3.0%
Wed, 2014.05.07 13:30, 13:30, USD, medium, Prelim Nonfarm Productivity q/q, 1.8%, -0.9%, -1.7%
Wed, 2014.05.07 13:30, 13:30, USD, medium, Prelim Unit Labor Costs q/q, -0.1%, 2.3%, 4.2%
Wed, 2014.05.07 15:00, 15:00, USD, high, Fed Chair Yellen Testifies, , , 
Wed, 2014.05.07 15:30, 15:30, USD, medium, Crude Oil Inventories, 1.7M, 0.9M, -1.8M
Wed, 2014.05.07 18:01, 18:01, USD, medium, 10-y Bond Auction, 2.72|2.8, , 2.61|2.6
Wed, 2014.05.07 20:00, 20:00, USD, low, Consumer Credit m/m, 13.0B, 15.4B, 17.5B
Thu, 2014.05.08 0:01, 0:01, GBP, low, RICS House Price Balance, 57%, 55%, 54%
Thu, 2014.05.08 2:30, 2:30, AUD, high, Employment Change, 21.9K, 7.5K, 14.2K
Thu, 2014.05.08 2:30, 2:30, AUD, high, Unemployment Rate, 5.8%, 5.9%, 5.8%
Thu, 2014.05.08 3:19, 3:19, CNY, high, USD-Denominated Trade Balance, 7.7B, 15.2B, 18.5B
Thu, 2014.05.08 4:45, 4:45, JPY, low, 10-y Bond Auction, 0.63|4.8, , 0.60|3.5
Thu, 2014.05.08 6:45, 6:45, CHF, low, SECO Consumer Climate, 2, 3, 1
Thu, 2014.05.08 5:00, 5:00, EUR, holiday, French Bank Holiday, , , 
Thu, 2014.05.08 7:00, 7:00, EUR, low, German Industrial Production m/m, 0.6%, 0.2%, -0.5%
Thu, 2014.05.08 7:59, 7:59, GBP, medium, Halifax HPI m/m, -1.2%, 0.8%, -0.2%
Thu, 2014.05.08 8:15, 8:15, CHF, medium, CPI m/m, 0.4%, 0.1%, 0.1%
Thu, 2014.05.08 12:00, 12:00, GBP, high, Asset Purchase Facility, 375B, 375B, 375B
Thu, 2014.05.08 12:00, 12:00, GBP, high, Official Bank Rate, 0.50%, 0.50%, 0.50%
Thu, 2014.05.08 12:45, 12:45, EUR, high, Main Refinancing Rate, 0.25%, 0.25%, 0.25%
Thu, 2014.05.08 13:13, 13:13, CAD, medium, Housing Starts, 157K, 177K, 195K
Thu, 2014.05.08 13:30, 13:30, CAD, medium, NHPI m/m, 0.2%, 0.2%, 0.2%
Thu, 2014.05.08 13:30, 13:30, EUR, high, ECB Press Conference, , , 
Thu, 2014.05.08 13:30, 13:30, USD, high, Unemployment Claims, 345K, 328K, 319K
Thu, 2014.05.08 14:30, 14:30, USD, high, Fed Chair Yellen Testifies, , , 
Thu, 2014.05.08 14:30, 14:30, USD, low, FOMC Member Tarullo Speaks, , , 
Thu, 2014.05.08 15:00, 15:00, USD, medium, Treasury Sec Lew Speaks, , , 
Thu, 2014.05.08 15:30, 15:30, USD, low, Natural Gas Storage, 82B, 71B, 74B
Fri, 2014.05.09 5:30, 5:30, CHF, medium, Gov Board Member Danthine Speaks, , , 
Thu, 2014.05.08 18:01, 18:01, USD, low, 30-y Bond Auction, 3.53|2.5, , 3.44|2.1
Fri, 2014.05.09 2:30, 2:30, AUD, high, RBA Monetary Policy Statement, , , 
Fri, 2014.05.09 2:30, 2:30, CNY, high, CPI y/y, 2.4%, 2.1%, 1.8%
Fri, 2014.05.09 2:30, 2:30, CNY, medium, PPI y/y, -2.3%, -1.8%, -2.0%
Fri, 2014.05.09 4:00, 4:00, AUD, medium, RBA Deputy Gov Debelle Speaks, , , 
Fri, 2014.05.09 6:00, 6:00, JPY, low, Leading Indicators, 108.9%, 106.9%, 106.5%
Fri, 2014.05.09 7:00, 7:00, EUR, medium, German Trade Balance, 15.8B, 16.9B, 14.8B
Fri, 2014.05.09 7:45, 7:45, EUR, low, French Gov Budget Balance, -25.7B, , -28.0B
Fri, 2014.05.09 9:00, 9:00, EUR, low, Italian Industrial Production m/m, -0.4%, 0.2%, -0.5%
Fri, 2014.05.09 9:30, 9:30, GBP, high, Manufacturing Production m/m, 1.0%, 0.3%, 0.5%
Fri, 2014.05.09 9:30, 9:30, GBP, medium, Goods Trade Balance, -8.7B, -9.0B, -8.5B
Fri, 2014.05.09 9:30, 9:30, GBP, low, Construction Output m/m, -2.0%, 1.1%, -1.0%
Fri, 2014.05.09 9:30, 9:30, GBP, low, Industrial Production m/m, 0.8%, -0.1%, -0.1%
Fri, 2014.05.09 13:30, 13:30, CAD, high, Employment Change, 42.9K, 12.8K, -28.9K
Fri, 2014.05.09 13:30, 13:30, CAD, high, Unemployment Rate, 6.9%, 6.9%, 6.9%
Fri, 2014.05.09 15:00, 15:00, GBP, medium, NIESR GDP Estimate, 0.8%, , 1.0%
Fri, 2014.05.09 15:00, 15:00, USD, high, JOLTS Job Openings, 4.13M, 4.21M, 4.01M
Fri, 2014.05.09 15:00, 15:00, USD, low, Final Wholesale Inventories m/m, 0.7%, 0.5%, 1.1%
Fri, 2014.05.09 23:00, 23:00, USD, medium, FOMC Member Kocherlakota Speaks, , , 
Mon, 2014.05.12 6:00, 6:00, JPY, low, Economy Watchers Sentiment, 57.9, 45.2, 41.6
Mon, 2014.05.12 8:15, 8:15, CHF, medium, Retail Sales y/y, 1.2%, 1.9%, 3.0%
Mon, 2014.05.12 9:02, 9:02, CNY, medium, New Loans, 1050B, 840B, 775B
Mon, 2014.05.12 9:02, 9:02, CNY, low, M2 Money Supply y/y, 12.1%, 12.2%, 13.2%
Tue, 2014.05.13 5:00, 5:00, USD, medium, FOMC Member Plosser Speaks, , , 
Mon, 2014.05.12 18:59, 18:59, USD, medium, Federal Budget Balance, -36.9B, 112.6B, 106.9B
Mon, 2014.05.12 23:45, 23:45, NZD, low, FPI m/m, -0.3%, , 0.6%
Tue, 2014.05.13 0:01, 0:01, GBP, medium, BRC Retail Sales Monitor y/y, -1.7%, , 4.2%
Tue, 2014.05.13 0:50, 0:50, JPY, low, M2 Money Stock y/y, 3.6%, 3.4%, 3.4%
Tue, 2014.05.13 2:30, 2:30, AUD, medium, HPI q/q, 3.8%, 3.0%, 1.7%
Tue, 2014.05.13 2:30, 2:30, AUD, medium, Home Loans m/m, 1.4%, -0.1%, -0.9%
Tue, 2014.05.13 4:45, 4:45, JPY, low, 30-y Bond Auction, 1.70|2.9, , 1.71|4.6
Tue, 2014.05.13 6:30, 6:30, CNY, high, Industrial Production y/y, 8.8%, 8.9%, 8.7%
Tue, 2014.05.13 6:30, 6:30, CNY, medium, Fixed Asset Investment ytd/y, 17.6%, 17.7%, 17.3%
Tue, 2014.05.13 6:30, 6:30, CNY, low, Retail Sales y/y, 12.2%, 12.2%, 11.9%
Tue, 2014.05.13 7:00, 7:00, EUR, low, German WPI m/m, 0.0%, 0.1%, 0.2%
Tue, 2014.05.13 9:10, 9:10, GBP, medium, MPC Member Cunliffe Speaks, , , 
Tue, 2014.05.13 10:00, 10:00, EUR, high, German ZEW Economic Sentiment, 43.2, 41.3, 33.1
Tue, 2014.05.13 10:00, 10:00, EUR, medium, ZEW Economic Sentiment, 61.2, 63.5, 55.2
Tue, 2014.05.13 10:30, 10:30, AUD, high, Annual Budget Release, , , 
Tue, 2014.05.13 12:30, 12:30, USD, low, NFIB Small Business Index, 93.4, 94.6, 95.2
Tue, 2014.05.13 13:30, 13:30, USD, high, Core Retail Sales m/m, 1.0%, 0.6%, 0.0%
Tue, 2014.05.13 13:30, 13:30, USD, high, Retail Sales m/m, 1.5%, 0.5%, 0.1%
Tue, 2014.05.13 13:30, 13:30, USD, medium, Import Prices m/m, 0.4%, 0.4%, -0.4%
Tue, 2014.05.13 15:00, 15:00, USD, medium, Business Inventories m/m, 0.5%, 0.4%, 0.4%
Tue, 2014.05.13 15:30, 15:30, CAD, low, BOC Review, , , 
Tue, 2014.05.13 22:00, 22:00, NZD, high, RBNZ Financial Stability Report, , , 
Tue, 2014.05.13 22:05, 22:05, NZD, high, RBNZ Gov Wheeler Speaks, , , 
Tue, 2014.05.13 23:45, 23:45, NZD, high, Retail Sales q/q, 1.4%, 0.9%, 0.7%
Tue, 2014.05.13 23:45, 23:45, NZD, medium, Core Retail Sales q/q, 1.0%, 0.9%, 0.8%
Wed, 2014.05.14 0:50, 0:50, JPY, low, PPI y/y, 1.7%, 4.1%, 4.1%
Wed, 2014.05.14 7:00, 7:00, EUR, low, German Final CPI m/m, -0.2%, -0.2%, -0.2%
Wed, 2014.05.14 7:00, 7:00, JPY, low, Prelim Machine Tool Orders y/y, 41.8%, , 48.8%
Wed, 2014.05.14 7:45, 7:45, EUR, low, French Final CPI m/m, 0.4%, 0.2%, 0.0%
Wed, 2014.05.14 9:30, 9:30, GBP, high, Claimant Count Change, -30.6K, -30.7K, -25.1K
Wed, 2014.05.14 9:30, 9:30, GBP, high, Unemployment Rate, 6.9%, 6.8%, 6.8%
Wed, 2014.05.14 9:30, 9:30, GBP, medium, Average Earnings Index 3m/y, 1.7%, 2.2%, 1.7%
Wed, 2014.05.14 10:00, 10:00, CHF, medium, Credit Suisse Economic Expectations, 7.0, , 7.4
Wed, 2014.05.14 10:00, 10:00, EUR, medium, Industrial Production m/m, 0.2%, -0.3%, -0.3%
Wed, 2014.05.14 10:30, 10:30, GBP, high, BOE Gov Carney Speaks, , , 
Wed, 2014.05.14 10:30, 10:30, GBP, high, BOE Monetary Policy Report, , , 
Wed, 2014.05.14 13:30, 13:30, USD, high, PPI m/m, 0.5%, 0.2%, 0.6%
Wed, 2014.05.14 13:30, 13:30, USD, medium, Core PPI m/m, 0.6%, 0.2%, 0.5%
Wed, 2014.05.14 15:30, 15:30, EUR, high, German Buba President Weidmann Speaks, , , 
Wed, 2014.05.14 15:30, 15:30, USD, medium, Crude Oil Inventories, -1.8M, -0.4M, 0.9M
Wed, 2014.05.14 23:30, 23:30, NZD, medium, BusinessNZ Manufacturing Index, 58.0, , 55.2
Thu, 2014.05.15 0:50, 0:50, JPY, medium, Prelim GDP q/q, 0.2%, 1.0%, 1.5%
Thu, 2014.05.15 0:50, 0:50, JPY, medium, Tertiary Industry Activity m/m, -0.9%, 2.5%, 2.4%
Thu, 2014.05.15 0:50, 0:50, JPY, low, Prelim GDP Price Index y/y, -0.3%, -0.1%, 0.0%
Thu, 2014.05.15 2:30, 2:30, AUD, medium, New Motor Vehicle Sales m/m, -0.3%, , 0.0%
Thu, 2014.05.15 3:00, 3:00, NZD, high, Annual Budget Release, , , 
Thu, 2014.05.15 17:25, 17:25, JPY, high, BOJ Gov Kuroda Speaks, , , 
Thu, 2014.05.15 6:00, 6:00, JPY, low, Consumer Confidence, 37.5, 37.0, 37.0
Thu, 2014.05.15 6:30, 6:30, EUR, medium, French Prelim GDP q/q, 0.2%, 0.4%, 0.0%
Thu, 2014.05.15 7:00, 7:00, EUR, high, German Prelim GDP q/q, 0.4%, 0.7%, 0.8%
Thu, 2014.05.15 8:15, 8:15, CHF, medium, PPI m/m, 0.0%, 0.3%, -0.3%
Thu, 2014.05.15 9:00, 9:00, EUR, medium, ECB Monthly Bulletin, , , 
Thu, 2014.05.15 9:00, 9:00, EUR, medium, Italian Prelim GDP q/q, 0.1%, 0.2%, -0.1%
Thu, 2014.05.15 10:00, 10:00, EUR, medium, Final CPI y/y, 0.7%, 0.7%, 0.7%
Thu, 2014.05.15 10:00, 10:00, EUR, medium, Flash GDP q/q, 0.2%, 0.4%, 0.2%
Thu, 2014.05.15 10:00, 10:00, EUR, low, Final Core CPI y/y, 1.0%, 1.0%, 1.0%
Thu, 2014.05.15 10:00, 10:00, GBP, low, CB Leading Index m/m, 0.4%, , 0.3%
Thu, 2014.05.15 13:30, 13:30, CAD, high, Manufacturing Sales m/m, 1.5%, 0.2%, 0.4%
Thu, 2014.05.15 13:30, 13:30, USD, high, CPI y/y, 1.5%, 2.0%, 2.0%
Thu, 2014.05.15 13:30, 13:30, USD, high, Core CPI m/m, 0.2%, 0.1%, 0.2%
Thu, 2014.05.15 13:30, 13:30, USD, high, Unemployment Claims, 321K, 321K, 297K
Thu, 2014.05.15 13:30, 13:30, USD, medium, CPI m/m, 0.2%, 0.3%, 0.3%
Thu, 2014.05.15 13:30, 13:30, USD, medium, Empire State Manufacturing Index, 1.3, 5.5, 19.0
Thu, 2014.05.15 14:00, 14:00, USD, medium, TIC Long-Term Purchases, 90.3B, 32.3B, 4.0B
Thu, 2014.05.15 14:15, 14:15, USD, medium, Capacity Utilization Rate, 79.3%, 79.2%, 78.6%
Thu, 2014.05.15 14:15, 14:15, USD, medium, Industrial Production m/m, 0.9%, 0.4%, -0.6%
Thu, 2014.05.15 15:00, 15:00, USD, high, Philly Fed Manufacturing Index, 16.6, 13.9, 15.4
Thu, 2014.05.15 15:00, 15:00, USD, medium, Mortgage Delinquencies, 6.41%, , 6.11%
Thu, 2014.05.15 15:00, 15:00, USD, medium, NAHB Housing Market Index, 46, 49, 45
Thu, 2014.05.15 15:30, 15:30, USD, low, Natural Gas Storage, 74B, 99B, 105B
Fri, 2014.05.16 5:30, 5:30, CAD, medium, Gov Council Member Schembri Speaks, , , 
Fri, 2014.05.16 0:00, 0:00, USD, high, Fed Chair Yellen Speaks, , , 
Fri, 2014.05.16 3:00, 3:00, CNY, low, Foreign Direct Investment ytd/y, 5.5%, , 5.0%
Fri, 2014.05.16 17:30, 17:30, JPY, low, Revised Industrial Production m/m, 0.3%, 0.3%, 0.7%
Fri, 2014.05.16 7:45, 7:45, EUR, medium, French Prelim Private Payrolls q/q, 0.1%, -0.1%, -0.1%
Fri, 2014.05.16 9:00, 9:00, EUR, low, Italian Trade Balance, 2.63B, 2.47B, 3.87B
Fri, 2014.05.16 10:00, 10:00, EUR, low, Trade Balance, 15.0B, 17.3B, 15.2B
Fri, 2014.05.16 13:30, 13:30, CAD, medium, Foreign Securities Purchases, 6.07B, 7.21B, -1.23B
Fri, 2014.05.16 13:30, 13:30, USD, high, Building Permits, 1.00M, 1.01M, 1.08M
Fri, 2014.05.16 13:30, 13:30, USD, medium, Housing Starts, 0.95M, 0.98M, 1.07M
Fri, 2014.05.16 14:55, 14:55, USD, high, Prelim UoM Consumer Sentiment, 84.1, 84.7, 81.8
Fri, 2014.05.16 14:55, 14:55, USD, low, Prelim UoM Inflation Expectations, 3.2%, , 3.2%
Mon, 2014.05.19 8:00, 8:00, EUR, high, German Buba President Weidmann Speaks, , , 
Mon, 2014.05.19 11:00, 11:00, EUR, medium, German Buba Monthly Report, , , 
Mon, 2014.05.19 5:00, 5:00, CAD, holiday, Bank Holiday, , , 
Tue, 2014.05.20 1:00, 1:00, AUD, medium, CB Leading Index m/m, 0.2%, , 0.0%
Tue, 2014.05.20 2:30, 2:30, AUD, high, Monetary Policy Meeting Minutes, , , 
Tue, 2014.05.20 4:15, 4:15, AUD, medium, RBA Deputy Gov Debelle Speaks, , , 
Tue, 2014.05.20 17:30, 17:30, JPY, low, All Industries Activity m/m, -1.1%, 1.6%, 1.5%
Tue, 2014.05.20 7:00, 7:00, EUR, medium, German PPI m/m, -0.3%, 0.0%, -0.1%
