2022.09.05 8:00, CHF, low
2022.09.15 2:30, AUD, low
2022.09.15 17:30, JPY, low
2022.09.15 10:00, EUR, low
2022.09.15 10:00, EUR, low
2022.09.15 10:00, EUR, low
2022.09.15 12:00, GBP, high
2022.09.15 12:00, GBP, high
2022.09.15 12:00, GBP, high
2022.09.15 13:30, USD, high
2022.09.15 13:30, USD, high
2022.09.15 13:30, USD, high
2022.09.15 13:30, USD, medium
2022.09.15 13:30, USD, medium
2022.09.15 13:30, USD, low
2022.09.15 14:15, USD, low
2022.09.15 14:15, USD, low
2022.09.15 15:00, USD, low
2022.09.15 15:30, USD, low
2022.09.15 23:30, NZD, low
2022.09.16 3:00, CNY, medium
2022.09.16 3:00, CNY, low
2022.09.16 3:00, CNY, low
2022.09.16 3:00, CNY, low
2022.09.16 3:00, CNY, low
2022.09.16 10:00, EUR, low
2022.09.16 10:00, EUR, low
2022.09.16 13:15, CAD, low
2022.09.16 13:30, CAD, low
2022.09.16 13:30, CAD, low
2022.09.16 15:00, USD, high
2022.09.16 15:00, USD, low
2022.09.16 21:00, USD, low
2022.09.19 7:00, GBP, medium
2022.09.19 13:30, CAD, low
2022.09.19 13:30, CAD, low
2022.09.19 15:00, USD, low
2022.09.19 22:00, NZD, low
2022.09.20 0:30, JPY, low
2022.09.20 1:30, JPY, low
2022.09.20 2:30, AUD, high
2022.09.20 7:00, CHF, low
2022.09.20 7:00, EUR, low
2022.09.20 8:15, EUR, high
2022.09.20 8:15, EUR, low
2022.09.20 8:30, EUR, high
2022.09.20 8:30, EUR, high
2022.09.20 9:00, EUR, low
2022.09.20 9:00, EUR, low
2022.09.20 9:00, EUR, low
2022.09.20 9:30, GBP, high
2022.09.20 9:30, GBP, high
2022.09.20 11:00, GBP, low
2022.09.20 11:00, GBP, low
2022.09.20 13:30, CAD, high
2022.09.20 13:30, CAD, medium
2022.09.20 13:30, CAD, medium
2022.09.20 13:30, CAD, medium
2022.09.20 13:30, CAD, low
2022.09.20 13:30, CAD, low
2022.09.20 13:30, USD, low
2022.09.20 13:30, USD, low
2022.09.20 13:30, NZD, low
2022.09.21 1:30, AUD, low
2022.09.21 4:00, NZD, low
2022.09.21 7:00, GBP, low
2022.09.21 9:00, CHF, low
2022.09.21 9:00, EUR, medium
2022.09.21 9:00, EUR, low
2022.09.21 15:00, USD, medium
2022.09.21 15:30, AUD, low
2022.09.21 15:30, USD, low
2022.09.21 19:00, USD, high
2022.09.21 19:00, USD, high
2022.09.21 19:00, USD, high
2022.09.21 19:30, USD, high
2022.09.21 22:45, NZD, low
2022.09.21 22:45, JPY, high
2022.09.21 22:45, JPY, low
2022.09.22 7:00, CHF, low
2022.09.22 7:00, JPY, high
2022.09.22 8:00, CHF, low
2022.09.22 8:30, CHF, high
2022.09.22 8:30, CHF, high
2022.09.22 9:00, EUR, low
2022.09.22 9:30, CHF, high
2022.09.22 11:00, GBP, low
2022.09.22 13:30, USD, medium
2022.09.22 13:30, USD, low
2022.09.22 15:00, EUR, low
2022.09.22 15:00, USD, low
2022.09.22 15:30, USD, low
2022.09.23 0:00, AUD, low
2022.09.23 0:00, AUD, low
2022.09.23 0:01, GBP, low
2022.09.23 0:50, JPY, low
2022.09.22 5:00, JPY, holiday
2022.09.23 13:30, CAD, medium
2022.09.23 13:30, CAD, medium
2022.09.23 14:45, USD, high
2022.09.23 14:45, USD, medium
2022.09.26 10:00, EUR, low
2022.09.26 14:00, EUR, low
2022.09.27 7:00, EUR, low
2022.09.27 13:30, USD, medium
2022.09.27 13:30, USD, medium
2022.09.27 14:00, USD, low
2022.09.27 14:00, USD, low
2022.09.27 15:00, USD, high
2022.09.27 15:00, USD, medium
2022.09.27 15:00, USD, medium
2022.09.28 0:01, GBP, low
2022.09.28 0:50, JPY, low
2022.09.28 2:30, AUD, low
2022.09.28 6:00, JPY, low
2022.09.28 7:00, EUR, low
2022.09.28 7:00, EUR, low
2022.09.28 13:30, USD, low
2022.09.28 13:30, USD, low
2022.09.28 14:00, CHF, low
2022.09.28 15:00, USD, medium
2022.09.28 15:30, USD, low
2022.09.29 0:50, JPY, low
2022.09.29 2:00, NZD, low
2022.09.29 6:00, JPY, low
2022.09.29 7:00, GBP, low
2022.09.29 7:45, EUR, low
2022.09.29 7:45, EUR, low
2022.09.29 8:00, EUR, low
2022.09.29 9:00, EUR, low
2022.09.29 9:00, EUR, low
2022.09.29 9:00, EUR, low
2022.09.29 9:30, GBP, low
2022.09.29 9:30, GBP, low
2022.09.29 9:30, GBP, low
2022.09.29 10:00, EUR, low
2022.09.29 13:30, CAD, medium
2022.09.29 13:30, USD, medium
2022.09.29 13:30, USD, medium
2022.09.29 13:30, USD, low
2022.09.29 15:30, USD, low
2022.09.29 22:45, NZD, low
2022.09.30 0:30, JPY, low
2022.09.30 0:50, JPY, low
2022.09.30 0:50, JPY, low
2022.09.30 0:50, JPY, low
2022.09.30 2:30, AUD, low
2022.09.30 2:30, CNY, low
2022.09.30 2:30, CNY, low
2022.09.30 7:00, GBP, low
2022.09.30 7:00, GBP, low
2022.09.30 7:00, GBP, low
2022.09.30 5:00, EUR, low
2022.09.30 8:55, EUR, low
2022.09.30 10:00, EUR, medium
2022.09.30 10:00, EUR, medium
2022.09.30 10:00, EUR, low
2022.09.30 13:30, USD, high
2022.09.30 13:30, USD, low
2022.09.30 13:30, USD, low
2022.09.30 14:45, USD, low
2022.09.30 15:00, USD, medium
2022.09.30 15:00, USD, low
2022.10.03 5:00, EUR, holiday
2022.10.03 8:15, EUR, low
2022.10.03 8:30, CHF, low
2022.10.03 8:45, EUR, low
2022.10.03 8:50, EUR, low
2022.10.03 8:55, EUR, low
2022.10.03 9:00, EUR, low
2022.10.03 9:30, GBP, low
2022.10.03 5:00, EUR, low
2022.10.03 5:00, All, medium
2022.10.03 14:30, CAD, low
2022.10.03 14:45, USD, low
2022.10.03 15:00, USD, high
2022.10.03 15:00, USD, low
2022.10.03 15:00, USD, low
2022.10.03 15:00, NZD, low
2022.10.03 22:30, AUD, low
2022.10.04 0:30, JPY, low
2022.10.04 0:50, JPY, low
2022.10.03 5:00, CNY, holiday
2022.10.04 1:30, AUD, low
2022.10.04 1:30, AUD, low
2022.10.04 4:30, AUD, high
2022.10.04 4:30, AUD, high
2022.10.04 4:35, JPY, low
2022.10.04 6:00, JPY, low
2022.10.04 6:30, AUD, low
2022.10.04 7:30, CHF, high
2022.10.04 7:30, CHF, low
2022.10.04 7:45, EUR, low
2022.10.04 8:00, EUR, low
2022.10.04 9:30, GBP, low
2022.10.04 10:00, EUR, low
2022.10.04 10:00, EUR, low
2022.10.04 10:00, EUR, low
2022.10.04 15:00, USD, high
2022.10.04 15:00, USD, low
2022.10.04 5:00, USD, low
2022.10.04 5:00, NZD, low
2022.10.04 5:00, CNY, holiday
2022.10.05 1:30, AUD, low
2022.10.05 2:00, NZD, high
2022.10.05 2:00, NZD, high
2022.10.05 2:45, CNY, low
2022.10.05 6:00, JPY, low
2022.10.05 7:00, EUR, low
2022.10.05 8:15, EUR, low
2022.10.05 8:45, EUR, low
2022.10.05 8:50, EUR, low
2022.10.05 8:55, EUR, low
2022.10.05 9:00, EUR, low
2022.10.05 9:30, GBP, low
2022.10.05 9:30, GBP, low
2022.10.05 5:00, All, high
2022.10.05 13:15, USD, high
2022.10.05 13:30, CAD, low
2022.10.05 13:30, CAD, low
2022.10.05 13:30, USD, low
2022.10.05 14:45, USD, low
2022.10.05 15:00, USD, high
2022.10.05 15:30, USD, low
2022.10.05 22:30, AUD, low
2022.10.06 0:30, JPY, low
2022.10.06 1:00, NZD, low
2022.10.05 5:00, CNY, holiday
2022.10.06 1:30, AUD, low
2022.10.06 7:00, EUR, low
2022.10.06 7:45, EUR, low
2022.10.06 8:00, CHF, low
2022.10.06 9:00, EUR, low
2022.10.06 10:00, EUR, low
2022.10.06 12:30, EUR, low
2022.10.06 12:30, USD, low
2022.10.06 13:30, USD, medium
2022.10.06 15:00, CAD, medium
2022.10.06 15:30, USD, low
2022.10.07 0:30, JPY, low
2022.10.07 0:50, JPY, low
2022.10.07 0:50, JPY, low
2022.10.06 5:00, CNY, holiday
2022.10.07 1:30, AUD, low
2022.10.07 4:35, JPY, low
2022.10.07 6:45, CHF, low
2022.10.07 7:00, EUR, low
2022.10.07 7:00, GBP, low
2022.10.07 7:00, JPY, low
2022.10.07 12:00, GBP, low
2022.10.07 13:30, CAD, high
2022.10.07 13:30, CAD, high
2022.10.07 13:30, USD, high
2022.10.07 13:30, USD, high
2022.10.07 13:30, USD, high
2022.10.07 15:00, USD, low
2022.10.07 20:00, USD, low
2022.10.10 7:45, EUR, low
2022.10.10 9:00, EUR, low
2022.10.10 9:30, EUR, low
2022.10.10 9:30, CNY, low
2022.10.10 9:30, CNY, low
2022.10.10 5:00, CAD, holiday
2022.10.10 5:00, USD, holiday
2022.10.10 5:00, All, low
2022.10.11 0:01, GBP, low
2022.10.11 0:01, GBP, low
2022.10.11 1:30, AUD, low
2022.10.11 2:30, CNY, low
2022.10.11 2:30, CNY, low
2022.10.11 2:30, CNY, low
2022.10.11 2:30, CNY, low
2022.10.11 7:00, EUR, low
2022.10.11 7:00, GBP, low
2022.10.11 7:00, GBP, low
2022.10.11 7:00, GBP, low
2022.10.11 11:00, USD, low
2022.10.11 11:00, USD, low
2022.10.11 5:00, All, low
2022.10.11 18:01, USD, low
2022.10.11 22:45, NZD, low
2022.10.11 22:45, NZD, low
2022.10.12 0:30, AUD, low
2022.10.12 0:50, JPY, low
2022.10.12 7:00, GBP, medium
2022.10.12 7:00, GBP, low
2022.10.12 7:00, GBP, low
2022.10.12 7:00, GBP, low
2022.10.12 7:00, GBP, low
2022.10.12 7:00, GBP, low
2022.10.12 10:00, EUR, low
2022.10.12 13:30, USD, high
2022.10.12 13:30, USD, medium
2022.10.12 13:30, GBP, low
2022.10.12 5:00, All, low
2022.10.12 18:01, USD, low
2022.10.12 19:00, USD, high
2022.10.13 0:50, JPY, low
2022.10.13 1:00, AUD, low
2022.10.13 9:30, GBP, low
2022.10.13 9:30, EUR, low
2022.10.13 5:00, EUR, low
2022.10.13 5:00, EUR, low
2022.10.13 13:30, USD, high
2022.10.13 13:30, USD, high
2022.10.13 13:30, USD, medium
2022.10.13 5:00, All, low
2022.10.13 15:30, USD, low
2022.10.13 16:00, USD, low
2022.10.13 19:00, USD, low
2022.10.13 22:30, NZD, low
2022.10.14 0:50, JPY, low
2022.10.14 7:00, EUR, low
2022.10.14 7:30, CHF, low
2022.10.14 7:45, EUR, low
2022.10.14 8:00, EUR, low
2022.10.14 8:00, CNY, low
2022.10.14 9:00, EUR, low
2022.10.14 10:00, EUR, low
2022.10.14 13:30, CAD, low
2022.10.14 13:30, CAD, low
2022.10.14 13:30, USD, high
2022.10.14 13:30, USD, high
2022.10.14 13:30, USD, low
2022.10.14 15:00, USD, high
2022.10.14 15:00, USD, low
2022.10.14 15:00, USD, low
2022.10.14 5:00, All, low
2022.10.14 5:00, USD, high
2022.10.17 17:30, JPY, low
2022.10.17 13:30, USD, medium
2022.10.17 15:30, CAD, medium
2022.10.18 1:30, AUD, high
2022.10.18 17:30, JPY, low
2022.10.18 13:15, CAD, low
2022.10.18 13:30, CAD, low
2022.10.18 14:15, USD, low
2022.10.18 14:15, USD, low
2022.10.18 15:00, USD, low
2022.10.18 15:30, AUD, low
2022.10.18 15:30, NZD, low
2022.10.18 21:00, USD, low
2022.10.18 22:45, NZD, high
2022.10.19 0:30, AUD, low
2022.10.19 7:00, GBP, high
2022.10.19 7:00, GBP, low
2022.10.19 7:00, GBP, low
2022.10.19 7:00, GBP, low
2022.10.19 7:00, GBP, low
2022.10.19 9:00, CHF, low
2022.10.19 9:30, GBP, low
2022.10.19 10:00, EUR, low
2022.10.19 10:00, EUR, low
2022.10.19 10:00, GBP, low
2022.10.19 10:00, EUR, low
2022.10.19 13:30, CAD, high
2022.10.19 13:30, CAD, medium
2022.10.19 13:30, CAD, medium
2022.10.19 13:30, CAD, medium
2022.10.19 13:30, CAD, low
2022.10.19 13:30, CAD, low
2022.10.19 13:30, CAD, low
2022.10.19 13:30, USD, low
2022.10.19 13:30, USD, low
2022.10.19 15:30, USD, low
2022.10.19 19:00, USD, low
2022.10.20 0:50, JPY, low
2022.10.20 1:30, AUD, high
2022.10.20 1:30, AUD, high
2022.10.20 1:30, AUD, low
2022.10.20 1:30, JPY, low
2022.10.20 17:30, AUD, low
2022.10.20 7:00, EUR, low
2022.10.20 8:15, EUR, high
2022.10.20 8:15, EUR, low
2022.10.20 8:30, EUR, high
2022.10.20 8:30, EUR, high
2022.10.20 9:00, EUR, low
2022.10.20 9:00, EUR, low
2022.10.20 9:00, EUR, low
2022.10.20 9:30, GBP, high
2022.10.20 9:30, GBP, high
2022.10.20 10:00, EUR, low
2022.10.20 10:00, EUR, low
2022.10.20 11:00, GBP, low
2022.10.20 13:30, CAD, low
2022.10.20 13:30, USD, medium
2022.10.20 13:30, USD, medium
2022.10.20 15:00, USD, medium
2022.10.20 15:00, USD, low
2022.10.20 15:30, USD, low
2022.10.21 0:01, GBP, low
2022.10.21 0:30, JPY, low
2022.10.21 3:00, NZD, low
2022.10.21 7:00, CHF, low
2022.10.21 7:00, GBP, medium
2022.10.21 7:00, GBP, low
2022.10.21 7:00, GBP, low
2022.10.21 13:30, CAD, medium
2022.10.21 13:30, CAD, medium
2022.10.21 15:00, EUR, low
2022.10.24 11:00, GBP, low
2022.10.24 14:45, USD, high
2022.10.24 14:45, USD, medium
2022.10.24 22:45, NZD, low
2022.10.25 0:50, JPY, low
2022.10.25 6:00, JPY, low
2022.10.25 7:00, EUR, low
2022.10.25 14:00, EUR, low
2022.10.25 14:00, USD, low
2022.10.25 14:00, USD, low
2022.10.25 15:00, USD, high
2022.10.25 15:00, USD, medium
2022.10.26 1:00, NZD, low
2022.10.26 1:30, AUD, high
2022.10.26 1:30, AUD, high
2022.10.26 7:00, EUR, low
2022.10.26 9:00, EUR, medium
2022.10.26 9:00, EUR, low
2022.10.26 9:00, EUR, low
2022.10.26 13:30, USD, low
2022.10.26 13:30, USD, low
2022.10.26 15:00, CAD, high
2022.10.26 15:00, CAD, high
2022.10.26 15:00, CAD, high
2022.10.26 15:00, USD, medium
2022.10.26 15:30, USD, low
2022.10.26 16:00, CAD, high
2022.10.27 1:30, AUD, low
2022.10.27 7:00, EUR, low
2022.10.27 8:00, CHF, low
2022.10.27 8:00, EUR, low
2022.10.27 8:00, GBP, low
2022.10.27 8:00, GBP, low
2022.10.27 10:00, EUR, low
2022.10.27 13:15, EUR, high
2022.10.27 13:15, EUR, high
2022.10.27 13:30, USD, high
2022.10.27 13:30, USD, medium
2022.10.27 13:30, USD, medium
2022.10.27 13:30, USD, medium
2022.10.27 13:30, USD, medium
2022.10.27 13:45, EUR, high
2022.10.27 15:30, USD, low
2022.10.28 0:30, JPY, low
2022.10.28 0:30, JPY, low
2022.10.28 0:50, JPY, low
2022.10.28 1:30, AUD, low
2022.10.28 1:30, JPY, high
2022.10.28 1:30, JPY, high
2022.10.28 1:30, JPY, low
2022.10.28 6:00, JPY, low
2022.10.28 6:30, EUR, low
2022.10.28 5:00, EUR, low
2022.10.28 5:00, JPY, high
2022.10.28 7:45, EUR, low
2022.10.28 7:45, EUR, low
2022.10.28 8:00, EUR, low
2022.10.28 9:00, EUR, low
2022.10.28 9:00, EUR, low
2022.10.28 9:30, GBP, low
2022.10.28 9:30, GBP, low
2022.10.28 9:30, GBP, low
2022.10.28 9:30, EUR, low
2022.10.28 13:30, CAD, medium
2022.10.28 13:30, USD, high
2022.10.28 13:30, USD, low
2022.10.28 13:30, USD, low
2022.10.28 13:30, USD, low
2022.10.28 15:00, USD, medium
2022.10.28 15:00, USD, medium
2022.10.28 15:00, USD, low
2022.10.29 3:00, CHF, holiday
2022.10.29 3:00, EUR, holiday
2022.10.29 3:00, GBP, holiday
2022.10.31 8:00, GBP, low
2022.10.31 9:00, EUR, low
2022.10.31 11:00, EUR, medium
2022.10.31 11:00, EUR, medium
2022.10.31 11:00, EUR, low
2022.10.31 14:45, USD, low
2022.10.31 14:45, USD, low
2022.10.31 22:45, NZD, low
2022.11.01 1:30, JPY, low
2022.11.01 2:45, CNY, low
2022.11.01 4:30, AUD, high
2022.11.01 4:30, AUD, high
2022.11.01 6:30, AUD, low
2022.11.01 5:00, EUR, holiday
2022.11.01 5:00, EUR, holiday
2022.11.01 9:15, EUR, low
2022.11.01 9:30, CHF, low
2022.11.01 9:45, EUR, low
2022.11.01 9:45, EUR, low
2022.11.01 9:50, EUR, low
2022.11.01 9:55, EUR, low
2022.11.01 10:00, EUR, low
2022.11.01 10:30, GBP, low
2022.11.01 5:00, All, medium
2022.11.01 14:30, CAD, low
2022.11.01 14:45, USD, low
2022.11.01 15:00, USD, high
2022.11.01 15:00, USD, low
2022.11.01 15:00, USD, low
2022.11.01 5:00, USD, low
2022.11.01 5:00, NZD, low
2022.11.01 16:00, USD, high
2022.11.01 21:00, NZD, low
2022.11.01 22:30, AUD, low
2022.11.01 22:45, NZD, high
2022.11.01 22:45, NZD, high
2022.11.01 22:45, NZD, low
2022.11.02 0:01, GBP, low
2022.11.02 0:50, JPY, low
2022.11.02 0:50, JPY, low
2022.11.02 1:30, AUD, low
2022.11.02 1:30, AUD, low
2022.11.02 4:35, JPY, low
2022.11.02 8:00, EUR, low
2022.11.02 9:00, EUR, low
2022.11.02 9:55, EUR, low
2022.11.02 10:30, GBP, low
2022.11.02 10:30, EUR, low
2022.11.02 10:30, EUR, low
2022.11.02 13:15, USD, high
2022.11.02 15:30, USD, low
2022.11.02 19:00, USD, high
2022.11.02 19:00, USD, high
2022.11.02 19:30, USD, high
2022.11.02 5:00, JPY, holiday
2022.11.03 1:00, NZD, low
2022.11.03 1:30, AUD, low
2022.11.03 2:45, CNY, low
2022.11.03 6:00, JPY, low
2022.11.03 8:30, CHF, low
2022.11.03 9:15, EUR, low
2022.11.03 9:45, EUR, low
2022.11.03 9:50, EUR, low
2022.11.03 9:55, EUR, low
2022.11.03 10:00, EUR, low
2022.11.03 10:30, GBP, low
2022.11.03 11:00, EUR, low
2022.11.03 12:30, USD, low
2022.11.03 13:00, GBP, high
2022.11.03 13:00, GBP, high
2022.11.03 13:00, GBP, high
2022.11.03 13:00, GBP, high
2022.11.03 13:30, CAD, low
2022.11.03 13:30, CAD, low
2022.11.03 13:30, USD, medium
2022.11.03 13:30, USD, low
2022.11.03 13:30, USD, low
2022.11.03 13:30, USD, low
2022.11.03 14:45, USD, low
2022.11.03 15:00, USD, high
2022.11.03 15:00, USD, low
2022.11.03 15:30, USD, low
2022.11.03 22:30, AUD, low
2022.11.04 0:30, JPY, low
2022.11.04 1:30, AUD, medium
2022.11.04 4:35, JPY, low
2022.11.04 6:00, JPY, low
2022.11.04 8:00, EUR, low
2022.11.04 8:30, CHF, high
2022.11.04 8:45, EUR, low
2022.11.04 8:45, EUR, low
2022.11.04 9:00, CHF, low
2022.11.04 9:00, CHF, low
2022.11.04 10:00, EUR, low
2022.11.04 11:00, EUR, low
2022.11.04 13:30, CAD, high
2022.11.04 13:30, CAD, high
2022.11.04 13:30, USD, high
2022.11.04 13:30, USD, high
2022.11.04 13:30, USD, high
2022.11.04 15:00, CAD, medium
2022.11.07 6:00, JPY, low
2022.11.07 7:00, EUR, low
2022.11.07 7:00, GBP, low
2022.11.07 7:45, EUR, low
2022.11.07 9:30, EUR, low
2022.11.07 5:00, EUR, low
2022.11.07 20:00, USD, low
2022.11.07 21:30, AUD, low
2022.11.07 23:50, JPY, low
2022.11.07 23:50, JPY, low
2022.11.07 23:50, JPY, low
2022.11.08 0:01, GBP, low
2022.11.08 0:30, AUD, low
2022.11.08 6:45, CHF, low
2022.11.08 10:00, EUR, low
2022.11.08 11:00, USD, low
2022.11.08 11:00, USD, low
2022.11.08 5:00, USD, high
2022.11.08 18:01, USD, low
2022.11.08 23:30, AUD, low
2022.11.09 2:00, NZD, medium
2022.11.09 17:00, JPY, low
2022.11.09 7:45, EUR, low
2022.11.09 9:00, EUR, low
2022.11.09 15:00, USD, low
2022.11.09 15:30, USD, low
2022.11.09 18:01, USD, low
2022.11.09 23:50, JPY, low
2022.11.10 0:00, AUD, low
2022.11.10 9:00, EUR, low
2022.11.10 9:00, CNY, low
2022.11.10 9:00, CNY, low
2022.11.10 10:00, EUR, medium
2022.11.10 10:00, GBP, low
2022.11.10 13:30, USD, high
2022.11.10 13:30, USD, high
2022.11.10 13:30, USD, medium
2022.11.10 13:30, USD, low
2022.11.10 15:30, USD, low
2022.11.10 19:00, USD, low
2022.11.10 21:00, USD, low
2022.11.10 21:30, NZD, low
2022.11.10 21:45, NZD, low
2022.11.10 23:50, JPY, low
2022.11.10 23:50, JPY, low
2022.11.11 0:01, GBP, low
2022.11.11 1:30, CNY, low
2022.11.11 1:30, CNY, low
2022.11.11 2:00, CNY, medium
2022.11.11 2:00, CNY, low
2022.11.11 2:00, CNY, low
2022.11.11 2:00, CNY, low
2022.11.11 2:00, CNY, low
2022.11.11 2:00, CNY, low
2022.11.11 2:00, CNY, low
2022.11.11 7:00, EUR, low
2022.11.11 7:00, EUR, low
2022.11.11 7:00, GBP, medium
2022.11.11 7:00, GBP, medium
2022.11.11 7:00, GBP, low
2022.11.11 7:00, GBP, low
2022.11.11 7:00, GBP, low
2022.11.11 7:00, GBP, low
2022.11.11 7:00, GBP, low
2022.11.11 7:00, GBP, low
2022.11.11 5:00, EUR, holiday
2022.11.11 5:00, EUR, low
2022.11.11 5:00, EUR, low
2022.11.11 5:00, CAD, holiday
2022.11.11 5:00, USD, holiday
2022.11.11 5:00, GBP, low
2022.11.11 15:00, USD, high
2022.11.11 15:00, USD, low
